geneName,geneID,zScore
ART4,ENSG00000111339,-1.956262385
FAM189A2,ENSG00000135063,-1.954933019
TPRG1L,ENSG00000158109,-1.95411889
OTULINL,ENSG00000145569,-1.952068115
ADCY5,ENSG00000173175,-1.951257353
EIF3D,ENSG00000100353,-1.950142043
KYAT1,ENSG00000171097,-1.94816332
TBCD,ENSG00000278759,-1.947404538
TBCD,ENSG00000141556,-1.947404538
UTP18,ENSG00000011260,-1.944036333
SLC12A9,ENSG00000146828,-1.941723878
MC3R,ENSG00000124089,-1.941316557
BPTF,ENSG00000171634,-1.94106343
NIFK,ENSG00000155438,-1.938701562
ADAMTS1,ENSG00000154734,-1.938277235
APOF,ENSG00000175336,-1.937519563
CASP8AP2,ENSG00000118412,-1.937365788
CRY2,ENSG00000121671,-1.935650717
SASS6,ENSG00000156876,-1.934817203
SUPT5H,ENSG00000196235,-1.932951226
GNB1,ENSG00000078369,-1.931906771
KIF7,ENSG00000166813,-1.930974264
RNF43,ENSG00000108375,-1.930666996
NOB1,ENSG00000141101,-1.930540165
NMB,ENSG00000197696,-1.930038586
TMA16,ENSG00000198498,-1.925007626
CYP51A1,ENSG00000001630,-1.922548799
LCLAT1,ENSG00000172954,-1.921716172
ANXA6,ENSG00000197043,-1.91978817
C10orf88,ENSG00000119965,-1.919330776
CLEC2B,ENSG00000110852,-1.918725633
NAMPT,ENSG00000105835,-1.918666747
MED28,ENSG00000118579,-1.918478762
FASN,ENSG00000169710,-1.918364028
GPR171,ENSG00000174946,-1.918292831
B4GALNT1,ENSG00000135454,-1.918011435
SENP6,ENSG00000112701,-1.916436273
ARF1,ENSG00000143761,-1.916238765
FAM83C,ENSG00000125998,-1.915541246
MAK16,ENSG00000198042,-1.915226222
SPINK13,ENSG00000214510,-1.914639278
KRTAP13-4,ENSG00000186971,-1.914289774
ARHGAP44,ENSG00000006740,-1.913820378
NCR2,ENSG00000096264,-1.912621687
NDUFA8,ENSG00000119421,-1.909828358
NAT14,ENSG00000090971,-1.909554633
SF1,ENSG00000168066,-1.908663468
TXNRD1,ENSG00000198431,-1.908310047
TIA1,ENSG00000116001,-1.905317751
NUDT10,ENSG00000122824,-1.905291085
MYC,ENSG00000136997,-1.904930603
FCF1,ENSG00000119616,-1.904784289
INPP5E,ENSG00000148384,-1.904323716
GPI,ENSG00000105220,-1.904191914
GPI,ENSG00000282019,-1.904191914
SMC2,ENSG00000136824,-1.903113617
LSM3,ENSG00000170860,-1.902163192
HNRNPU,ENSG00000153187,-1.901533121
NAT10,ENSG00000135372,-1.901221441
TCP1,ENSG00000120438,-1.900977111
EDA,ENSG00000158813,-1.900231642
JUP,ENSG00000173801,-1.900187308
OR7D2,ENSG00000188000,-1.899142753
DDX51,ENSG00000185163,-1.897633963
SPDL1,ENSG00000040275,-1.897300343
PRDX1,ENSG00000117450,-1.896770236
ESF1,ENSG00000089048,-1.894765294
DLX6,ENSG00000006377,-1.894119802
SLC26A2,ENSG00000155850,-1.893609363
TFDP3,ENSG00000183434,-1.892896122
SPRTN,ENSG00000010072,-1.892284884
EIF3L,ENSG00000100129,-1.892049329
OR4A16,ENSG00000181961,-1.891999801
BYSL,ENSG00000112578,-1.890083983
CLEC4M,ENSG00000104938,-1.888552393
U2SURP,ENSG00000163714,-1.888308756
CCT2,ENSG00000166226,-1.887842824
FPGT,ENSG00000254685,-1.887094972
HAUS4,ENSG00000092036,-1.884533257
FOXO3,ENSG00000118689,-1.881149933
E2F1,ENSG00000101412,-1.88085302
TTYH1,ENSG00000167614,-1.879117924
TTYH1,ENSG00000276537,-1.879117924
TTYH1,ENSG00000276887,-1.879117924
TTYH1,ENSG00000275650,-1.879117924
EIF4EBP1,ENSG00000187840,-1.876328097
SPN,ENSG00000197471,-1.875329526
CDR2,ENSG00000140743,-1.875307139
CYP11A1,ENSG00000140459,-1.87270237
SUSD2,ENSG00000099994,-1.872674931
OR52B2,ENSG00000255307,-1.872379284
FAM91A1,ENSG00000176853,-1.871000734
BCCIP,ENSG00000107949,-1.869841181
ATP5F1A,ENSG00000152234,-1.867972359
BCAS2,ENSG00000116752,-1.867122183
PCDHGA5,ENSG00000253485,-1.86599371
ZP3,ENSG00000188372,-1.865960504
GLA,ENSG00000102393,-1.86515855
YIPF2,ENSG00000130733,-1.86431571
ADH4,ENSG00000198099,-1.864257489
CAPN5,ENSG00000149260,-1.86292744
BABAM1,ENSG00000105393,-1.862178678
MRPL13,ENSG00000172172,-1.862162312
HSFX1,ENSG00000171116,-1.861538307
INTS11,ENSG00000127054,-1.861209872
EPHA4,ENSG00000116106,-1.861133238
BEX1,ENSG00000133169,-1.859359212
TAX1BP1,ENSG00000106052,-1.859261391
CA1,ENSG00000133742,-1.858942769
GRM2,ENSG00000164082,-1.858507189
HAUS6,ENSG00000147874,-1.857877528
ATP1B3,ENSG00000069849,-1.857498222
IMMP2L,ENSG00000184903,-1.857091485
KRTAP19-3,ENSG00000244025,-1.854055484
WDHD1,ENSG00000198554,-1.853611588
LMLN,ENSG00000185621,-1.8535625
EGR1,ENSG00000120738,-1.853463132
UGT1A1,ENSG00000241635,-1.852823271
AFM,ENSG00000079557,-1.852684955
DDB1,ENSG00000167986,-1.852205398
PES1,ENSG00000100029,-1.851507551
ATAT1,ENSG00000235658,-1.849728017
ATAT1,ENSG00000229061,-1.849728017
ATAT1,ENSG00000234549,-1.849728017
ATAT1,ENSG00000206488,-1.849728017
ATAT1,ENSG00000223752,-1.849728017
ATAT1,ENSG00000231257,-1.849728017
ATAT1,ENSG00000137343,-1.849728017
SPACA5B,ENSG00000171478,-1.849308922
ZC3H4,ENSG00000130749,-1.849234297
ADI1,ENSG00000280830,-1.848913091
ADI1,ENSG00000182551,-1.848913091
UTP11,ENSG00000183520,-1.847306987
SLC45A4,ENSG00000022567,-1.847286707
DNAJC3,ENSG00000102580,-1.846974788
RGS2,ENSG00000116741,-1.846955479
CCND1,ENSG00000110092,-1.846681397
NOL11,ENSG00000130935,-1.846584499
GPX4,ENSG00000167468,-1.845883262
DIXDC1,ENSG00000150764,-1.844135747
SGO1,ENSG00000129810,-1.843361549
TMTC1,ENSG00000133687,-1.842665125
LRP4,ENSG00000134569,-1.842649227
ZNF596,ENSG00000172748,-1.840566451
NCOR1,ENSG00000141027,-1.838724931
CSNK1D,ENSG00000141551,-1.838200949
3-Mar,ENSG00000173926,-1.837990152
VCP,ENSG00000165280,-1.835791051
CDK1,ENSG00000170312,-1.83571739
RPL28,ENSG00000108107,-1.835324346
CMKLR1,ENSG00000174600,-1.835124236
CTR9,ENSG00000198730,-1.834644504
PCDHGC4,ENSG00000242419,-1.834230613
TMEM176A,ENSG00000002933,-1.833433689
GNL2,ENSG00000134697,-1.833412788
ZNF396,ENSG00000186496,-1.83326002
ST6GALNAC2,ENSG00000070731,-1.833053831
PRSS33,ENSG00000103355,-1.832728565
NUDC,ENSG00000090273,-1.832020014
KIAA2013,ENSG00000116685,-1.831199333
LMO1,ENSG00000166407,-1.830875963
CUL5,ENSG00000166266,-1.830593164
CELA3A,ENSG00000142789,-1.830513177
LIPT1,ENSG00000144182,-1.83009181
DHX33,ENSG00000005100,-1.828405954
TERB2,ENSG00000167014,-1.828226432
CSF3R,ENSG00000119535,-1.827661974
DNAJC15,ENSG00000120675,-1.827471154
PHB,ENSG00000167085,-1.826494246
C1orf210,ENSG00000253313,-1.823772215
IPO13,ENSG00000117408,-1.820899482
ZNF207,ENSG00000010244,-1.81954711
KPNA4,ENSG00000186432,-1.818387147
ABCB8,ENSG00000197150,-1.817963104
RNPS1,ENSG00000205937,-1.817104994
LPL,ENSG00000175445,-1.816928642
ACTL6A,ENSG00000136518,-1.814660514
TOMM40,ENSG00000130204,-1.814501111
ADAM12,ENSG00000148848,-1.811758889
BCORL1,ENSG00000085185,-1.811720413
KRI1,ENSG00000129347,-1.811234232
TTBK1,ENSG00000146216,-1.810404365
PWP2,ENSG00000241945,-1.810089068
ABCG2,ENSG00000118777,-1.808091761
DLG4,ENSG00000132535,-1.80755128
PIKFYVE,ENSG00000115020,-1.80744436
XKR9,ENSG00000221947,-1.807273788
FLII,ENSG00000284571,-1.806852276
FLII,ENSG00000177731,-1.806852276
MASTL,ENSG00000120539,-1.806045745
RGN,ENSG00000130988,-1.804685268
CHRNA7,ENSG00000175344,-1.804227068
AC254952.1,ENSG00000282088,-1.804227068
AC243734.1,ENSG00000274542,-1.804227068
XAF1,ENSG00000132530,-1.803888965
OPN3,ENSG00000054277,-1.803816928
TSR2,ENSG00000158526,-1.802544822
COX10,ENSG00000006695,-1.800074687
LGALS2,ENSG00000100079,-1.798197699
FAT2,ENSG00000086570,-1.797906434
AKR1C4,ENSG00000198610,-1.7977211
PPP1R27,ENSG00000182676,-1.797334171
ADAM18,ENSG00000168619,-1.79672725
ADAM18,ENSG00000278548,-1.79672725
MTG2,ENSG00000101181,-1.796607976
TBCE,ENSG00000282984,-1.796502451
TBCE,ENSG00000284770,-1.796502451
RPS27,ENSG00000177954,-1.795692829
RBMX,ENSG00000147274,-1.795239947
UBE3D,ENSG00000118420,-1.795000851
RACGAP1,ENSG00000161800,-1.79489482
KHDRBS3,ENSG00000131773,-1.794160722
TNIP1,ENSG00000145901,-1.794112338
GRIN3B,ENSG00000116032,-1.792934543
ALG11,ENSG00000253710,-1.792654625
ADH6,ENSG00000172955,-1.791949318
LCE2A,ENSG00000187173,-1.7904517
OPN4,ENSG00000122375,-1.788903289
WDR17,ENSG00000150627,-1.788720841
ICAM5,ENSG00000105376,-1.787642712
PCDHB3,ENSG00000113205,-1.787016552
NFS1,ENSG00000244005,-1.786153777
PARP1,ENSG00000143799,-1.786014693
CA9,ENSG00000107159,-1.785375848
ZNF780B,ENSG00000128000,-1.785293996
ZNF780B,ENSG00000281601,-1.785293996
IL6,ENSG00000136244,-1.784356353
PLEKHH3,ENSG00000068137,-1.783784779
DPP9,ENSG00000142002,-1.781919553
CNGA1,ENSG00000198515,-1.78171163
BTD,ENSG00000169814,-1.781430944
SCML4,ENSG00000146285,-1.78136532
TBL3,ENSG00000183751,-1.780983988
HMGCS2,ENSG00000134240,-1.780484323
HDAC9,ENSG00000048052,-1.780047146
SNRPD3,ENSG00000100028,-1.779830295
EGR4,ENSG00000135625,-1.779180109
C11orf40,ENSG00000171987,-1.778951112
CILP2,ENSG00000160161,-1.77832912
ATR,ENSG00000175054,-1.778081269
TAF1,ENSG00000147133,-1.778042241
EPRS,ENSG00000136628,-1.777603712
EPOR,ENSG00000187266,-1.7767021
TLK1,ENSG00000198586,-1.775876052
MKRN1,ENSG00000133606,-1.774894703
CHST15,ENSG00000182022,-1.774064563
GPR45,ENSG00000135973,-1.773876213
TMBIM4,ENSG00000155957,-1.773802408
RNF115,ENSG00000265491,-1.773493958
MINDY3,ENSG00000148481,-1.772934653
FOXD2,ENSG00000186564,-1.772284267
HAL,ENSG00000084110,-1.772021857
ABLIM1,ENSG00000099204,-1.771973753
RNF185,ENSG00000138942,-1.771417703
ZDHHC7,ENSG00000153786,-1.768643893
ATP6V0C,ENSG00000185883,-1.768607584
ARSE,ENSG00000157399,-1.768469822
EEF2,ENSG00000167658,-1.767635192
ADCY8,ENSG00000155897,-1.767613493
HHAT,ENSG00000054392,-1.7670886
HHAT,ENSG00000280680,-1.7670886
HIST1H4L,ENSG00000275126,-1.766696429
KRT27,ENSG00000171446,-1.764525982
CRYGA,ENSG00000168582,-1.763208436
FOXF1,ENSG00000103241,-1.762605302
DRAM1,ENSG00000136048,-1.761665433
LRAT,ENSG00000121207,-1.760413441
SFPQ,ENSG00000116560,-1.759649719
ARSD,ENSG00000006756,-1.759535064
RANBP3,ENSG00000031823,-1.759519519
CCT5,ENSG00000150753,-1.757473676
TTPAL,ENSG00000124120,-1.756709433
FZD7,ENSG00000155760,-1.755422202
ARMT1,ENSG00000146476,-1.755370728
CNTN1,ENSG00000018236,-1.75491338
CCNT2,ENSG00000082258,-1.754079254
GRHPR,ENSG00000137106,-1.753823363
C9orf139,ENSG00000180539,-1.752764886
SERPINC1,ENSG00000117601,-1.751884896
PCDHB6,ENSG00000113211,-1.751523535
QPCT,ENSG00000115828,-1.750653698
PSMC2,ENSG00000161057,-1.750221002
POLR1A,ENSG00000068654,-1.750220781
ASNS,ENSG00000070669,-1.75013086
SERPINB7,ENSG00000166396,-1.750070485
OTX1,ENSG00000115507,-1.748478209
ART3,ENSG00000156219,-1.747557713
LCAT,ENSG00000213398,-1.747489017
RCSD1,ENSG00000198771,-1.74707378
ALDH1A1,ENSG00000165092,-1.746074889
UBE2L6,ENSG00000156587,-1.745793179
P3H4,ENSG00000141696,-1.74408312
WDR5B,ENSG00000196981,-1.74402812
ANAPC2,ENSG00000176248,-1.740063615
DDR1,ENSG00000137332,-1.738754783
DDR1,ENSG00000229767,-1.738754783
DDR1,ENSG00000215522,-1.738754783
DDR1,ENSG00000204580,-1.738754783
DDR1,ENSG00000234078,-1.738754783
DDR1,ENSG00000230456,-1.738754783
DDX4,ENSG00000152670,-1.737380128
ELF4,ENSG00000102034,-1.737186504
OTUD7B,ENSG00000264522,-1.736418416
SRFBP1,ENSG00000151304,-1.735688219
MED27,ENSG00000160563,-1.733743259
SERPINA10,ENSG00000140093,-1.733126748
SERPINA10,ENSG00000278767,-1.733126748
SLC31A2,ENSG00000136867,-1.732883738
DDX21,ENSG00000165732,-1.732874048
C1QL4,ENSG00000186897,-1.732729597
HTR4,ENSG00000164270,-1.731634298
SULT1C4,ENSG00000198075,-1.73033085
PPP4R1,ENSG00000154845,-1.729967357
C1orf43,ENSG00000143612,-1.729444997
SYNJ2,ENSG00000078269,-1.72942395
NDUFAF3,ENSG00000178057,-1.729256892
GFER,ENSG00000127554,-1.727720792
ALOX15B,ENSG00000179593,-1.726913923
PRKCI,ENSG00000163558,-1.725701661
COG2,ENSG00000135775,-1.725425586
KCNV2,ENSG00000168263,-1.724868492
MUC16,ENSG00000181143,-1.723500883
TPM3,ENSG00000143549,-1.723157135
HBM,ENSG00000206177,-1.722813593
GTF3C1,ENSG00000077235,-1.721794557
MDM4,ENSG00000198625,-1.719792675
UGGT2,ENSG00000102595,-1.718903171
WSCD1,ENSG00000179314,-1.718877062
POLR3E,ENSG00000058600,-1.718783109
POLR3E,ENSG00000284282,-1.718783109
ABHD2,ENSG00000140526,-1.716841172
DYNAP,ENSG00000178690,-1.715027218
MTOR,ENSG00000198793,-1.714277259
EMC4,ENSG00000128463,-1.713555997
GEM,ENSG00000164949,-1.713555749
PAK1IP1,ENSG00000111845,-1.71352392
PAK1IP1,ENSG00000285226,-1.71352392
ATP6V1F,ENSG00000128524,-1.71336445
CUTC,ENSG00000119929,-1.712922001
IMP4,ENSG00000136718,-1.712262848
GPN1,ENSG00000198522,-1.712077966
EIF4EBP2,ENSG00000148730,-1.711427148
RBBP6,ENSG00000122257,-1.711109821
GAA,ENSG00000171298,-1.710275961
ARIH2,ENSG00000177479,-1.71019931
NUP35,ENSG00000163002,-1.708471018
COX7A1,ENSG00000161281,-1.707960491
SFXN3,ENSG00000107819,-1.707595898
PEX11G,ENSG00000104883,-1.706950284
GH1,ENSG00000259384,-1.706349157
GH1,ENSG00000259384,-1.706349157
TBCB,ENSG00000105254,-1.706321336
RNF10,ENSG00000022840,-1.705566442
NEUROD2,ENSG00000171532,-1.70553796
XRCC6,ENSG00000196419,-1.705175101
RBM25,ENSG00000119707,-1.704328727
MVK,ENSG00000110921,-1.701263671
NAA80,ENSG00000243477,-1.70118173
SAMHD1,ENSG00000101347,-1.701089351
KLHL7,ENSG00000122550,-1.701074235
MYORG,ENSG00000164976,-1.701064427
EMX2,ENSG00000170370,-1.700915546
NLE1,ENSG00000073536,-1.699809925
ENAH,ENSG00000154380,-1.69875348
PPIE,ENSG00000084072,-1.696583334
GAR1,ENSG00000109534,-1.696079354
DOK5,ENSG00000101134,-1.69432396
USP38,ENSG00000170185,-1.693194507
COX7B,ENSG00000131174,-1.692343162
SLC37A4,ENSG00000281500,-1.69229731
SLC37A4,ENSG00000137700,-1.69229731
DHX38,ENSG00000140829,-1.692267051
ZPR1,ENSG00000109917,-1.691294255
RRN3,ENSG00000278494,-1.690780877
RRN3,ENSG00000085721,-1.690780877
SEC13,ENSG00000157020,-1.690345909
H6PD,ENSG00000049239,-1.690289383
PHEX,ENSG00000102174,-1.690229532
ASAP3,ENSG00000088280,-1.689943167
ASAP3,ENSG00000282854,-1.689943167
GPATCH4,ENSG00000160818,-1.689794182
BACE2,ENSG00000182240,-1.689432126
APC,ENSG00000134982,-1.68845213
HNF4G,ENSG00000164749,-1.688227278
EIF2B1,ENSG00000111361,-1.686686726
CDK12,ENSG00000167258,-1.686276864
PRPF19,ENSG00000110107,-1.686266224
APOA4,ENSG00000110244,-1.68488318
GSG1L,ENSG00000169181,-1.684065579
YAF2,ENSG00000015153,-1.683563716
USP50,ENSG00000170236,-1.681748081
UROD,ENSG00000126088,-1.68147143
MME,ENSG00000196549,-1.680420255
AZIN1,ENSG00000155096,-1.680263752
CSPG4,ENSG00000173546,-1.679850243
AMBP,ENSG00000106927,-1.679560586
DLL4,ENSG00000128917,-1.678661769
RNF40,ENSG00000103549,-1.678372444
C17orf47,ENSG00000181013,-1.678349306
CLEC5A,ENSG00000258227,-1.677821704
ELAC1,ENSG00000141642,-1.677276831
SLC4A8,ENSG00000050438,-1.676866961
PTGES,ENSG00000148344,-1.67627014
CBR1,ENSG00000159228,-1.675787956
ZDHHC18,ENSG00000204160,-1.675706148
FCRL5,ENSG00000143297,-1.67475343
SLC25A5,ENSG00000005022,-1.674419456
RNF126,ENSG00000070423,-1.673852907
ELP1,ENSG00000070061,-1.673850858
RELL1,ENSG00000181826,-1.673504879
IFT57,ENSG00000114446,-1.673313662
CHI3L1,ENSG00000133048,-1.672759379
SLC28A2,ENSG00000137860,-1.672228966
GCLC,ENSG00000001084,-1.672033476
TP53AIP1,ENSG00000120471,-1.671419078
SALL4,ENSG00000101115,-1.671265847
NDOR1,ENSG00000188566,-1.669689327
BCL3,ENSG00000069399,-1.669622247
TRIM36,ENSG00000152503,-1.669140586
TRIM36,ENSG00000152503,-1.669140586
KCNRG,ENSG00000198553,-1.668830925
IPO11,ENSG00000086200,-1.668643769
KDSR,ENSG00000119537,-1.667829883
HOXC12,ENSG00000123407,-1.667800193
SLC35B1,ENSG00000121073,-1.666857806
NUDT2,ENSG00000164978,-1.666781412
LYPD4,ENSG00000273111,-1.666170889
CLCN2,ENSG00000114859,-1.66606474
C1orf216,ENSG00000142686,-1.665787176
ACOT11,ENSG00000162390,-1.664733902
GNL3,ENSG00000163938,-1.664599376
CAPZA3,ENSG00000177938,-1.664015999
DHX36,ENSG00000174953,-1.663792279
DHX36,ENSG00000281763,-1.663792279
GGN,ENSG00000179168,-1.663706039
SLC22A5,ENSG00000197375,-1.663537584
ZNF232,ENSG00000167840,-1.662858906
CELSR2,ENSG00000143126,-1.660036604
STX10,ENSG00000104915,-1.659403265
ZFP36L2,ENSG00000152518,-1.65912951
KIAA1586,ENSG00000168116,-1.6591044
NOL8,ENSG00000198000,-1.658519452
OPTC,ENSG00000188770,-1.658323462
HAUS1,ENSG00000152240,-1.65793031
GBP5,ENSG00000154451,-1.655914407
YWHAE,ENSG00000274474,-1.655404852
YWHAE,ENSG00000108953,-1.655404852
WFIKKN1,ENSG00000127578,-1.655229886
PDE6G,ENSG00000185527,-1.654811129
CISD2,ENSG00000145354,-1.654641116
DKC1,ENSG00000130826,-1.654587608
AOC1,ENSG00000002726,-1.654126953
TFRC,ENSG00000072274,-1.654068156
DNAJC10,ENSG00000077232,-1.652929535
KCNH2,ENSG00000055118,-1.652464548
TYW1,ENSG00000198874,-1.652211563
ELK3,ENSG00000111145,-1.652089876
CADPS,ENSG00000163618,-1.651865582
CCNQ,ENSG00000262919,-1.649570526
PLK4,ENSG00000142731,-1.649447773
UPK3A,ENSG00000100373,-1.649420285
EPX,ENSG00000121053,-1.649404861
NOL6,ENSG00000165271,-1.649360837
NOL10,ENSG00000115761,-1.649037826
CEBPZ,ENSG00000115816,-1.647753313
RIN3,ENSG00000100599,-1.646736655
FBXL22,ENSG00000197361,-1.645526042
TRNT1,ENSG00000072756,-1.645237498
PCDHB14,ENSG00000120327,-1.64523112
TLR4,ENSG00000136869,-1.644715454
PUM1,ENSG00000134644,-1.644531332
SLC39A7,ENSG00000224399,-1.644335624
SLC39A7,ENSG00000227402,-1.644335624
SLC39A7,ENSG00000226614,-1.644335624
SLC39A7,ENSG00000206288,-1.644335624
SLC39A7,ENSG00000229802,-1.644335624
SLC39A7,ENSG00000112473,-1.644335624
ADAMTS10,ENSG00000142303,-1.64432692
CSTA,ENSG00000121552,-1.641065669
TXN2,ENSG00000100348,-1.639254383
ATP5MC2,ENSG00000135390,-1.638807301
NFATC2IP,ENSG00000176953,-1.638005043
F5,ENSG00000198734,-1.637885815
LRP1,ENSG00000123384,-1.637305563
NRDE2,ENSG00000119720,-1.637206778
WDR36,ENSG00000134987,-1.636674032
RYR1,ENSG00000196218,-1.636251775
RHO,ENSG00000163914,-1.636225563
PYGO1,ENSG00000171016,-1.635793615
PRPS1,ENSG00000147224,-1.635424705
RBM45,ENSG00000155636,-1.634371884
CLCN4,ENSG00000073464,-1.634037418
MAT2A,ENSG00000168906,-1.633581215
ALOX12B,ENSG00000179477,-1.633112419
SLC38A9,ENSG00000177058,-1.632751334
RIOK2,ENSG00000058729,-1.632680861
GMPPA,ENSG00000144591,-1.632574188
CFLAR,ENSG00000003402,-1.631411262
CATSPER3,ENSG00000152705,-1.630855524
ZNF160,ENSG00000170949,-1.630564849
HDDC3,ENSG00000184508,-1.629692732
POLR2C,ENSG00000102978,-1.629334139
SOX13,ENSG00000143842,-1.628249922
GPN2,ENSG00000142751,-1.628108778
RHOB,ENSG00000143878,-1.626777695
NME1,ENSG00000239672,-1.626708241
ZSWIM3,ENSG00000132801,-1.626509134
NWD1,ENSG00000188039,-1.62511696
MC4R,ENSG00000166603,-1.624024688
RBX1,ENSG00000100387,-1.624002113
PRPF4,ENSG00000136875,-1.623538476
B3GAT1,ENSG00000109956,-1.623507079
NIP7,ENSG00000132603,-1.622104332
TOP3B,ENSG00000100038,-1.621986833
RTF1,ENSG00000137815,-1.621879049
PLG,ENSG00000122194,-1.620677328
C1R,ENSG00000159403,-1.61991567
RBMXL2,ENSG00000170748,-1.619317438
ATP5MC1,ENSG00000159199,-1.619088637
TRAPPC5,ENSG00000181029,-1.618881144
GPATCH11,ENSG00000152133,-1.618450386
TWIST1,ENSG00000122691,-1.618097456
MYO3A,ENSG00000095777,-1.616817919
MC2R,ENSG00000185231,-1.61616727
ILF2,ENSG00000143621,-1.6139919
ADAR,ENSG00000160710,-1.61362646
FABP5,ENSG00000164687,-1.613046032
REEP4,ENSG00000168476,-1.612418851
VPS29,ENSG00000111237,-1.612411782
UTP14A,ENSG00000156697,-1.612092883
TOX,ENSG00000198846,-1.610862429
NUS1,ENSG00000153989,-1.610262033
RNF112,ENSG00000128482,-1.609847159
GNAZ,ENSG00000128266,-1.609820299
CCDC189,ENSG00000196118,-1.609665201
CEP192,ENSG00000101639,-1.609193855
CYP2A7,ENSG00000198077,-1.608954541
KISS1R,ENSG00000116014,-1.608576738
ZNF574,ENSG00000105732,-1.607288064
CCIN,ENSG00000185972,-1.607149009
AGPAT3,ENSG00000160216,-1.607099926
BUD23,ENSG00000071462,-1.606894053
FGG,ENSG00000171557,-1.606617881
SDAD1,ENSG00000198301,-1.605859262
C1QL2,ENSG00000144119,-1.605137691
FUT3,ENSG00000171124,-1.604889614
NOP2,ENSG00000111641,-1.604885688
SEC61A1,ENSG00000058262,-1.604724359
CACNG3,ENSG00000006116,-1.604619778
KRTAP26-1,ENSG00000197683,-1.604012773
LSM10,ENSG00000181817,-1.603144742
CRYGC,ENSG00000285011,-1.602924402
CRYGC,ENSG00000163254,-1.602924402
PDPR,ENSG00000090857,-1.60247777
CDH9,ENSG00000113100,-1.602281411
CYB5A,ENSG00000166347,-1.602058676
TYR,ENSG00000077498,-1.601932126
ZBTB45,ENSG00000119574,-1.600141914
XRCC4,ENSG00000152422,-1.599202637
SMC3,ENSG00000108055,-1.599076194
SPINT2,ENSG00000167642,-1.59907564
ERO1A,ENSG00000197930,-1.598472748
GOLM1,ENSG00000135052,-1.597066721
LEXM,ENSG00000162398,-1.597057344
EIF6,ENSG00000242372,-1.59704146
FTHL17,ENSG00000132446,-1.596813146
WDR82,ENSG00000164091,-1.596563834
CSDC2,ENSG00000172346,-1.596460876
ATP6AP1L,ENSG00000205464,-1.596420536
WNT8A,ENSG00000061492,-1.596323958
CNGB3,ENSG00000170289,-1.596131401
POMK,ENSG00000185900,-1.595748729
LMAN1,ENSG00000074695,-1.595326527
DAG1,ENSG00000173402,-1.595159411
APOBEC3B,ENSG00000179750,-1.595084294
ATP13A4,ENSG00000127249,-1.593833636
PTS,ENSG00000150787,-1.593348387
BBS2,ENSG00000125124,-1.593146586
FBL,ENSG00000280548,-1.593108821
FBL,ENSG00000105202,-1.593108821
PCYT1B,ENSG00000102230,-1.593088165
DYRK4,ENSG00000010219,-1.592740229
GPR34,ENSG00000171659,-1.592728533
RRP7A,ENSG00000189306,-1.592498775
SMARCAL1,ENSG00000138375,-1.591589688
CRHR2,ENSG00000106113,-1.591161769
PIP4P1,ENSG00000165782,-1.590694532
SLC35A1,ENSG00000164414,-1.590342644
FOXS1,ENSG00000179772,-1.590162825
GNAQ,ENSG00000156052,-1.589763155
GPHA2,ENSG00000149735,-1.588233514
GPR182,ENSG00000166856,-1.588126938
NDUFAF2,ENSG00000164182,-1.588088092
CNR1,ENSG00000118432,-1.587920694
CRAT,ENSG00000095321,-1.587313405
RPP30,ENSG00000148688,-1.587112659
NIPBL,ENSG00000164190,-1.586247118
TNFRSF11A,ENSG00000141655,-1.584734103
DCAF1,ENSG00000145041,-1.584589467
GPR137,ENSG00000173264,-1.584108348
CARHSP1,ENSG00000153048,-1.583801365
ALDH3A2,ENSG00000072210,-1.583337919
PDCD11,ENSG00000148843,-1.583310343
NOP16,ENSG00000048162,-1.582035634
